Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Actor_Loss               Action_Bound_Loss        Adv_Mean                 Adv_Std                  
1700                     0.46768096685409544      6967296                  5.157148014324978        1000.0                   32                       6.487210273742676        1000.0003051757812       204                      9.603820944903418e-05    -0.09128618985414505     0.0019727512262761593    0.00013090869470033795   0.004394886549562216     
1750                     0.4813686606619093       7172096                  9.67143331088783         1000.0                   32                       6.7178497314453125       1000.0003051757812       204                      6.997760647209361e-05    -0.06875936686992645     0.0016136618796736002    9.932312241289765e-05    0.0037486308719962835    
1800                     0.4950881363285912       7376896                  14.826579721455744       1000.0                   32                       6.753983497619629        1000.0003051757812       204                      8.246883953688666e-05    -0.05965324863791466     0.0018560532480478287    0.00034535411396063864   0.0040704491548240185    
1850                     0.5088139547904332       7581696                  3.6331599226443614       1000.0                   32                       6.805605411529541        1000.0003051757812       204                      8.150631038006395e-05    -0.1380307972431183      0.0018867977196350694    0.00014567928155884147   0.004041739739477634     
1900                     0.5225314452913072       7786496                  10.566764000535162       1000.0                   32                       6.343839645385742        1000.0003051757812       204                      7.188009476521984e-05    -0.069276824593544       0.002272643381729722     -0.00048415156197734177  0.003842694219201803     
1950                     0.5362168074316449       7991296                  13.756717810573825       1000.0                   32                       6.428413391113281        1000.0003051757812       204                      7.12403780198656e-05     -0.08526220172643661     0.0024522868916392326    -0.00026040850207209587  0.0038259392604231834    
2000                     0.5499512377050187       8196096                  14.860947642298939       1000.0                   32                       6.404477596282959        1000.0003051757812       204                      8.071408956311643e-05    -0.06088284030556679     0.0021697257179766893    0.0001543778198538348    0.004022226668894291     
2050                     0.5637408579058117       8400896                  15.967175032643773       1000.0                   32                       6.675685405731201        1000.0003051757812       204                      5.778377817478031e-05    -0.06105363368988037     0.0021526955533772707    0.0002061714039882645    0.0034020808525383472    
2100                     0.5774500017695957       8605696                  14.13529984667479        1000.0                   32                       6.858994483947754        1000.0003051757812       204                      5.312406210578047e-05    -0.03148765489459038     0.0029209349304437637    2.4442437052130117e-07   0.003267320804297924     
2150                     0.5911624691221449       8810496                  14.653608384370642       1000.0                   32                       6.7169413566589355       1000.0003051757812       204                      7.313436799449846e-05    -0.0722145140171051      0.002689921762794256     -0.0001885991368908435   0.0038368641398847103    
2200                     0.6048924185832342       9015296                  15.748656495303344       1000.0                   32                       6.945446014404297        1000.0003051757812       204                      5.8239009376848117e-05   -0.058644674718379974    0.0021862112917006016    -1.8983817426487803e-05  0.003422966692596674     
2250                     0.6186325072579913       9220096                  15.484551496709393       1000.0                   32                       7.220054626464844        1000.0003051757812       204                      5.436307401396334e-05    -0.06610621511936188     0.002413736656308174     0.00022379988513421267   0.0033045117743313313    
2300                     0.6324104774660534       9424896                  15.54866349688989        1000.0                   32                       6.740049839019775        1000.0003051757812       204                      5.4089385230327025e-05   -0.10521389544010162     0.0028337358962744474    1.8531192836235277e-05   0.0033066770993173122    
2350                     0.6464116308424208       9629696                  13.017875156141002       1000.0                   32                       7.22103214263916         1000.0003051757812       204                      5.967535253148526e-05    -0.09883297979831696     0.0025787882041186094    -0.00036479526897892356  0.0034779987763613462    
2400                     0.6599398703045315       9834496                  16.01164452907117        1000.0                   32                       7.240318775177002        1000.0003051757812       204                      5.169102951185778e-05    -0.12871995568275452     0.002001104410737753     -0.0003839264973066747   0.0032191553618758917    
2450                     0.6736365044116974       10039296                 16.185019585928757       1000.0                   32                       7.00346565246582         1000.0003051757812       204                      5.784169479738921e-05    -0.03715649992227554     0.0024685023818165064    -0.0001339831214863807   0.003403306705877185     
2500                     0.6874745285511017       10244096                 16.08959629524461        1000.0                   32                       7.0738019943237305       1000.0003051757812       204                      5.4229960369411856e-05   -0.08247381448745728     0.0021267833653837442    -0.0001782002073014155   0.0032988362945616245    
2550                     0.7012142494652006       10448896                 15.456718890061694       1000.0                   32                       6.987382888793945        1000.0003051757812       204                      5.113458610139787e-05    -0.07378380000591278     0.0034893343690782785    0.00025554205058142543   0.003195909783244133     
2600                     0.7149718946880764       10653696                 16.425785848074668       1000.0                   32                       7.218472480773926        1000.0003051757812       204                      6.215033499756828e-05    -0.04178224876523018     0.002545541850849986     0.0002825834963005036    0.0035754190757870674    
2650                     0.7287411049339506       10858496                 16.425165330315792       1000.0                   32                       7.383417129516602        1000.0003051757812       204                      4.929951683152467e-05    -0.07151128351688385     0.002789887832477689     0.00029701393214054406   0.0031634524930268526    
2700                     0.7425703499714533       11063296                 16.194626602487574       1000.0                   32                       7.223363399505615        1000.0003051757812       204                      5.244217027211562e-05    -0.10959483683109283     0.002069527981802821     -9.742927068145946e-05   0.003260656027123332     
2750                     0.7562301741043727       11268096                 15.775946806828669       1000.0                   32                       6.961456298828125        1000.0003051757812       204                      8.008246368262917e-05    -0.041600797325372696    0.003459173021838069     0.000430390820838511     0.004046920221298933     
2800                     0.7699425805939568       11472896                 16.538987349697074       1000.0                   32                       7.160491466522217        1000.0003051757812       204                      5.177786079002544e-05    -0.08242042362689972     0.0020411168225109577    -0.00027620233595371246  0.0032185865566134453    
2850                     0.7836582279867597       11677696                 16.87549182476154        1000.0                   32                       7.436945915222168        1000.0003051757812       204                      5.7228669902542606e-05   -0.0953577533364296      0.0031800412107259035    7.83689902164042e-05     0.003402729518711567     
2900                     0.7973873401350445       11882496                 17.076790929252752       1000.0                   32                       8.061244010925293        1000.0003051757812       204                      6.615685560973361e-05    -0.10721318423748016     0.0035272096283733845    4.59426264569629e-05     0.003685467876493931     
2950                     0.8111581602361467       12087296                 16.490592927826142       1000.0                   32                       8.277284622192383        1000.0003051757812       204                      5.254898132989183e-05    -0.10666078329086304     0.0020662532187998295    -0.00011098987306468189  0.0032491174060851336    
3000                     0.8249229290750292       12292096                 16.77580365345561        1000.0                   32                       8.029279708862305        1000.0003051757812       204                      6.133505667094141e-05    -0.08644361793994904     0.0018912662053480744    9.709854930406436e-05    0.003506132634356618     
3050                     0.8386766972806718       12496896                 16.201021830151653       1000.0                   32                       7.941722393035889        1000.0003051757812       204                      5.386326665757224e-05    -0.09744206070899963     0.001992016565054655     -0.00019252677157055587  0.0033145241905003786    
3100                     0.8523680710130268       12701696                 17.06267608181423        1000.0                   32                       8.256646156311035        1000.0003051757812       204                      5.924231300014071e-05    -0.07980124652385712     0.0019159874645993114    0.0001221728598466143    0.003495287150144577     
3150                     0.8660752764675352       12906496                 16.1896534311187         1000.0                   32                       8.337454795837402        1000.0003051757812       204                      7.43312484701164e-05     -0.07401528209447861     0.0024776689242571592    -2.5702687707962468e-05  0.003910480532795191     
3200                     0.8797467847665151       13111296                 16.650514512366797       1000.0                   32                       7.80155086517334         1000.0003051757812       204                      5.5216973123606294e-05   -0.11859595775604248     0.0024641212075948715    -0.00015580010949634016  0.003333655185997486     
3250                     0.8934532497988806       13316096                 16.700303078629844       1000.0                   32                       7.856468677520752        1000.0003051757812       204                      6.655584729742259e-05    -0.08290106803178787     0.0021210836712270975    -0.00022122565133031458  0.003658916335552931     
3300                     0.9070252181424034       13520896                 16.283025684643434       1000.0                   32                       8.108030319213867        1000.0003051757812       204                      5.57459206902422e-05     -0.0770699605345726      0.0024982639588415623    9.939775191014633e-05    0.0033475756645202637    
3350                     0.9206394978364308       13725696                 16.353542385326904       1000.0                   32                       7.582082748413086        1000.0003051757812       204                      4.765666017192416e-05    -0.08251762390136719     0.003024056786671281     0.00017607469635549933   0.003088603029027581     
3400                     0.9343497782283359       13930496                 17.27354391811196        1000.0                   32                       8.1741361618042          1000.0003051757812       204                      5.749518459197134e-05    -0.10668550431728363     0.002601063344627619     0.0001451360440114513    0.003445133101195097     
3450                     0.9480214088492923       14135296                 16.562109918879937       1000.0                   32                       7.891739845275879        1000.0003051757812       204                      5.1368700951570645e-05   -0.10065171867609024     0.0024419003166258335    -0.00037936848821118474  0.0032051922753453255    
3500                     0.9616898045274946       14340096                 16.788433069551644       1000.0                   32                       8.291759490966797        1000.0003051757812       204                      5.924311335547827e-05    -0.09011241793632507     0.0025242851115763187    -0.0004193103814031929   0.003500845516100526     
3550                     0.9754479084412256       14544896                 16.860982307738205       1000.0                   32                       8.185807228088379        1000.0003051757812       204                      4.517072011367418e-05    -0.08000827580690384     0.002322050277143717     -0.0003561026824172586   0.003086341777816415     
3600                     0.9891067347261641       14749696                 16.948656043759527       1000.0                   32                       8.380898475646973        1000.0003051757812       204                      6.206435500644147e-05    -0.1267806589603424      0.0028003163170069456    1.2205694474687334e-05   0.003526839194819331     
3650                     1.0027700306971867       14954496                 16.397979486684484       1000.0                   32                       8.133896827697754        1000.0003051757812       204                      5.059712566435337e-05    -0.09696685522794724     0.0024064481258392334    0.00018478211131878197   0.003182182088494301     
3700                     1.016412514117029        15159296                 17.17022500291052        1000.0                   32                       7.584112167358398        1000.0003051757812       204                      4.4155382056487724e-05   -0.13130439817905426     0.002982483711093664     -0.00019037388847209513  0.003020920790731907     
3750                     1.0300541898939344       15364096                 17.243727527148174       1000.0                   32                       7.586133003234863        1000.0003051757812       204                      4.56548914371524e-05     -0.11202738434076309     0.0022889534011483192    -6.058235521777533e-05   0.0030300873331725597    
3800                     1.043735724820031        15568896                 17.673895462573952       1000.0                   32                       8.137629508972168        1000.0003051757812       204                      5.062958734924905e-05    -0.10112081468105316     0.003614695044234395     8.427492866758257e-05    0.003183335065841675     
3850                     1.0574637402428522       15773696                 17.402520673970706       1000.0                   32                       8.118967056274414        1000.0003051757812       204                      4.694171730079688e-05    -0.08300860226154327     0.0026121987029910088    1.8374508726992644e-05   0.003087426070123911     
3900                     1.071227225330141        15978496                 18.885787412527947       1000.0                   32                       7.788238525390625        1000.0003051757812       204                      4.275992250768468e-05    -0.0879761129617691      0.0027261334471404552    3.2154199288925156e-05   0.0029381653293967247    
3950                     1.0849735680553647       16183296                 17.01067591516367        1000.0                   32                       7.660639762878418        1000.0003051757812       204                      3.865915277856402e-05    -0.06579635292291641     0.0026242658495903015    -0.00014619919238612056  0.0027863038703799248    
4000                     1.0986875904930962       16388096                 15.797694463687474       1000.0                   32                       7.630415439605713        1000.0003051757812       204                      4.336975689511746e-05    -0.06547150015830994     0.0029418375343084335    0.00031846461934037507   0.0029424128588289022    
4050                     1.1123553099897172       16592896                 11.706634984625623       1000.0                   32                       7.023288249969482        1000.0003051757812       204                      3.8882608350832015e-05   -0.12683871388435364     0.002974041737616062     -7.321211887756363e-05   0.0027908370830118656    
4100                     1.1259243893623352       16797696                 18.516665167983575       1000.0                   32                       7.5172553062438965       1000.0003051757812       204                      4.711165456683375e-05    -0.10681022703647614     0.0035657023545354605    0.0001027775724651292    0.003071509301662445     
4150                     1.1395557955900828       17002496                 11.223271302428572       1000.0                   32                       7.426484107971191        1000.0003051757812       204                      4.5588774810312316e-05   -0.1147165521979332      0.0032598385587334633    -6.63195714878384e-06    0.00302258413285017      
4200                     1.1530825051996443       17207296                 16.114817993065554       1000.0                   32                       7.594348907470703        1000.0003051757812       204                      4.097924829693511e-05    -0.14869239926338196     0.0033883191645145416    -0.00016114422760438174  0.0029172180220484734    
4250                     1.1665352915392981       17412096                 17.31394950039119        1000.0                   32                       7.875446319580078        1000.0003051757812       204                      4.0258175431517884e-05   -0.13253812491893768     0.0027088525239378214    -0.00010413853306090459  0.002855688100680709     
4300                     1.1801989022890726       17616896                 14.335107743478689       1000.0                   32                       8.045890808105469        1000.0003051757812       204                      4.5311713620321825e-05   -0.05343172699213028     0.002892180345952511     0.00020412541925907135   0.0030267112888395786    
4350                     1.193869198958079        17821696                 6.816632127199125        1000.0                   32                       7.6298370361328125       1000.0003051757812       204                      4.314423495088704e-05    -0.10296229273080826     0.0033634731080383062    -0.00011395872570574284  0.0030228777322918177    
4400                     1.2074938078721364       18026496                 13.16168548206041        1000.0                   32                       7.414622783660889        1000.0003051757812       204                      4.12743647757452e-05     -0.11761197447776794     0.00387962581589818      -0.0002549186465330422   0.0029251861851662397    
4450                     1.2211272335714765       18231296                 16.465792689209643       1000.0                   32                       7.243276119232178        1000.0003051757812       204                      3.448783900239505e-05    -0.12884192168712616     0.0036168918013572693    -0.0003824573359452188   0.0026720548048615456    
4500                     1.2346975335147645       18436096                 11.928623864418034       1000.0                   32                       7.541708469390869        1000.0003051757812       204                      3.469377406872809e-05    -0.11580321192741394     0.0033106147311627865    1.9927798348362558e-05   0.002644206630066037     
4550                     1.2481460642152362       18640896                 10.993124678010288       1000.0                   32                       7.575325965881348        1000.0003051757812       204                      3.6144974728813395e-05   -0.10310240834951401     0.0036896774545311928    0.00022939933114685118   0.0027066136244684458    
4600                     1.2617580948273341       18845696                 13.812070063581352       1000.0                   32                       7.5471038818359375       1000.0003051757812       204                      4.2362476960988715e-05   -0.10970266163349152     0.003717127488926053     6.389859481714666e-05    0.002914990531280637     
4650                     1.275503790974617        19050496                 14.908541632196282       1000.0                   32                       7.325856685638428        1000.0003051757812       204                      3.811972783296369e-05    -0.0908900797367096      0.003464442677795887     0.00018569797975942492   0.002761575859040022     
4700                     1.2890993673933877       19255296                 12.466170126971363       1000.0                   32                       7.595242023468018        1000.0003051757812       204                      3.637795089161955e-05    -0.11373703181743622     0.003907817881554365     -3.833889786619693e-05   0.0026992817874997854    
4750                     1.302742737531662        19460096                 10.814828889500617       1000.0                   32                       7.495820045471191        1000.0003051757812       204                      3.89166634704452e-05     -0.08545991033315659     0.003983750008046627     0.00014837144408375025   0.0028238308150321245    
4800                     1.316403290629387        19664896                 17.227657879750392       1000.0                   32                       7.791909694671631        1000.0003051757812       204                      3.503678090055473e-05    -0.12235496938228607     0.002817273372784257     -0.00034382360172457993  0.0026753742713481188    
4850                     1.330016234252188        19869696                 19.219706874050132       1000.0                   32                       8.587095260620117        1000.0003051757812       204                      4.036498285131529e-05    -0.11839672923088074     0.003064465243369341     -1.8522310710977763e-05  0.002846491290256381     
4900                     1.3436370493306053       20074496                 16.133611752858226       1000.0                   32                       8.26499080657959         1000.0003051757812       204                      3.581555938581005e-05    -0.10801886022090912     0.003752932185307145     9.603468788554892e-05    0.0027138155419379473    
4950                     1.357224357922872        20279296                 20.392089466019684       1000.0                   32                       8.782082557678223        1000.0003051757812       204                      3.8062269595684484e-05   -0.06863155961036682     0.0027558798901736736    0.00029577300301752985   0.0027556743007153273    
5000                     1.3707910509904226       20484096                 20.644699343373084       1000.0                   32                       8.957442283630371        1000.0003051757812       204                      3.890980951837264e-05    -0.10735385119915009     0.0034749445039778948    -8.138781595334876e-06   0.0027920249849557877    
5050                     1.3844157821602292       20688896                 19.091298469277614       1000.0                   32                       8.804295539855957        1000.0003051757812       204                      4.027222894364968e-05    -0.08572202175855637     0.0030006105080246925    0.0001124011687352322    0.0028419094160199165    
5100                     1.3979920502503713       20893696                 20.26220935702615        1000.0                   32                       8.950148582458496        1000.0003051757812       204                      3.5744396882364526e-05   -0.051807280629873276    0.0033140336163342       4.353396434453316e-05    0.0026759160682559013    
5150                     1.4114399665594102       21098496                 21.004169520821186       1000.0                   32                       9.199114799499512        1000.0003051757812       204                      3.505685890559107e-05    -0.11353978514671326     0.003177239326760173     -1.5656522009521723e-05  0.0026492259930819273    
5200                     1.4249324687984255       21303296                 17.678374815543204       1000.0                   32                       8.579070091247559        1000.0003051757812       204                      3.202728839823976e-05    -0.04730464518070221     0.0035737522412091494    0.00010021716298069805   0.0025323317386209965    
5250                     1.4385146029127969       21508096                 19.340468298363          1000.0                   32                       8.292304039001465        1000.0003051757812       204                      4.057474507135339e-05    -0.09910760819911957     0.0032212529331445694    -6.215786470420426e-06   0.0028616369236260653    
5300                     1.4520696705579759       21712896                 16.374404997910318       1000.0                   32                       8.639464378356934        1000.0003051757812       204                      4.43884200649336e-05     -0.12433093786239624     0.003292483277618885     4.22976772824768e-05     0.002988096559420228     
5350                     1.4656460319625007       21917696                 19.046296540103626       1000.0                   32                       8.028996467590332        1000.0003051757812       204                      3.882137025357224e-05    -0.08434778451919556     0.003577760886400938     0.00018956203712150455   0.002787371864542365     
5400                     1.4792025660806232       22122496                 17.664753338503118       1000.0                   32                       8.303316116333008        1000.0003051757812       204                      4.5991102524567395e-05   -0.08975306153297424     0.0028526177629828453    0.00011443032417446375   0.0030430203769356012    
5450                     1.4927612659666274       22327296                 18.45152576655215        1000.0                   32                       8.40020751953125         1000.0003051757812       204                      3.324302815599367e-05    -0.1572294533252716      0.004130945075303316     0.0001626765151740983    0.0025828308425843716    
5500                     1.5064825095070733       22532096                 12.641494165281767       1000.0                   32                       7.939920902252197        1000.0003051757812       204                      3.643113450380042e-05    -0.10057865083217621     0.0034463568590581417    0.0002232111874036491    0.0027016594540327787    
5550                     1.5201763526598613       22736896                 7.226094161988377        1000.0                   32                       7.891461372375488        1000.0003051757812       204                      4.0233713662019e-05      -0.15400217473506927     0.00338411214761436      -0.00012514970148913562  0.0028372632805258036    
5600                     1.5337560651037427       22941696                 15.660327859876261       1000.0                   32                       8.418814659118652        1000.0003051757812       204                      4.6742556151002645e-05   -0.08111751079559326     0.0026368615217506886    -5.2593572036130354e-05  0.0031057498417794704    
5650                     1.5473757834566964       23146496                 16.80452896446756        1000.0                   32                       8.109403610229492        1000.0003051757812       204                      3.301260221633129e-05    -0.06277471035718918     0.003449813462793827     0.00018168760288972408   0.002584882080554962     
5700                     1.5609208873907725       23351296                 18.22844682461179        1000.0                   32                       7.956747055053711        1000.0003051757812       204                      3.1366220355266705e-05   -0.1516345739364624      0.0035952392499893904    -0.00025403191102668643  0.002543583745136857     
5750                     1.5745565048191283       23556096                 13.734281955060725       1000.0                   32                       8.581733703613281        1000.0003051757812       204                      3.6428304156288505e-05   -0.05495261773467064     0.003288058564066887     -0.000214286963455379    0.002703889273107052     
5800                     1.58829285800457         23760896                 6.081444017729975        1000.0                   32                       8.454102516174316        1000.0003051757812       204                      3.479368388070725e-05    -0.06820764392614365     0.003805607557296753     -3.7413269637909252e-06  0.0026439104694873095    
5850                     1.6019807917541928       23965696                 17.908025915473004       1000.0                   32                       8.962113380432129        1000.0003051757812       204                      4.8578065616311505e-05   -0.09580555558204651     0.003263609018176794     0.00027974540716968477   0.003117681248113513     
5900                     1.6156714047325982       24170496                 17.96809603473548        1000.0                   32                       9.26938533782959         1000.0003051757812       204                      4.4538483052747324e-05   -0.09971310198307037     0.003328115213662386     -0.000277403712971136    0.002981811063364148     
5950                     1.629254302514924        24375296                 11.196023069808765       1000.0                   32                       8.656182289123535        1000.0003051757812       204                      3.9484653825638816e-05   -0.07445831596851349     0.004119914956390858     0.00027438614051789045   0.0028274839278310537    
6000                     1.6429690119955276       24580096                 14.940013362498249       1000.0                   32                       8.719093322753906        1000.0003051757812       204                      3.963655399275012e-05    -0.08219065517187119     0.0031358152627944946    0.00018858781550079584   0.002845090813934803     
6050                     1.6564816487497753       24784896                 19.141005042003016       1000.0                   32                       9.149420738220215        1000.0003051757812       204                      4.02418700105045e-05     -0.10112953186035156     0.004060994368046522     0.00018886080943048      0.0028416826389729977    
6100                     1.6701133254501555       24989696                 18.01082233278084        1000.0                   32                       9.424006462097168        1000.0003051757812       204                      4.378398080007173e-05    -0.0726870596408844      0.0029446526896208525    0.00039092672523111105   0.0029720820020884275    
6150                     1.6837486649221844       25194496                 19.535326203669086       1000.0                   32                       9.602716445922852        1000.0003051757812       204                      4.0741833799984306e-05   -0.13350306451320648     0.0039352430030703545    -0.00016072732978500426  0.002928199013695121     
6200                     1.6973832458257676       25399296                 17.181729631035104       1000.0                   32                       8.978796005249023        1000.0003051757812       204                      3.784735963563435e-05    -0.12075276672840118     0.002702854573726654     0.0003020798903889954    0.00276451138779521      
6250                     1.711023655070199        25604096                 15.326051267814771       1000.0                   32                       9.009437561035156        1000.0003051757812       204                      3.521793769323267e-05    -0.12040658295154572     0.0037996280007064342    -0.00017033307813107967  0.0026548635214567184    
6300                     1.7246282235119077       25808896                 18.178616872898978       1000.0                   32                       9.615769386291504        1000.0003051757812       204                      3.8880105421412736e-05   -0.0692601203918457      0.0035181264393031597    -0.00011544339213287458  0.0027895949315279722    
6350                     1.7381992131471633       26013696                 12.778583839084229       1000.0                   32                       9.307597160339355        1000.0003051757812       204                      4.1362432966707274e-05   -0.074936643242836       0.0038423598743975163    5.3882711654296145e-05   0.0028797562699764967    
6400                     1.7517820727825164       26218496                 15.223222648244795       1000.0                   32                       8.850312232971191        1000.0003051757812       204                      3.22908308589831e-05     -0.1443571150302887      0.0030479617416858673    -0.0002194684202549979   0.00253889593295753      
